,unit,name,num_districts,percent
87,sp,Slic Network Solutions,1,0.00250000000000000000
88,sp,ACCESS Council,1,0.00250000000000000000
89,sp,Jaguar Communications,1,0.00250000000000000000
90,sp,Network USA,1,0.00250000000000000000
91,sp,JACKSON ELECTRIC COOPERATIVE,1,0.00250000000000000000
92,sp,Nex-Tech,1,0.00250000000000000000
93,sp,IdeaTek Telecommunications,1,0.00250000000000000000
94,sp,Frontier,1,0.00250000000000000000
95,sp,Region 5 Education Service Center,1,0.00250000000000000000
96,sp,MCC Telephony,1,0.00250000000000000000
97,sp,EM3 Networks,1,0.00250000000000000000
98,sp,Plateau Telecommunications,1,0.00250000000000000000
99,sp,Uniti Fiber,1,0.00250000000000000000
100,sp,Tek-Hut,1,0.00250000000000000000
101,sp,Wasioja Educational Technology Cooperative,1,0.00250000000000000000
102,sp,S&T Telecommunications,1,0.00250000000000000000
103,sp,DQE Communications,1,0.00250000000000000000
104,sp,Workable Programs & Systems,1,0.00250000000000000000
105,sp,Missouri Network Alliance,1,0.00250000000000000000
106,sp,Big River Telephone,1,0.00250000000000000000
107,sp,"Dobson Technologies, Transport and Telecommunications Solutions",1,0.00250000000000000000
108,sp,Long Lines Metro,1,0.00250000000000000000
109,sp,Middle Michigan Network for Educational Telecommunications,1,0.00250000000000000000
110,state,SD,71,0.17750000000000000000
111,state,TX,51,0.12750000000000000000
112,state,OK,46,0.11500000000000000000
113,state,CA,40,0.10000000000000000000
114,state,IL,27,0.06750000000000000000
115,state,NJ,24,0.06000000000000000000
116,state,ND,13,0.03250000000000000000
117,state,IA,12,0.03000000000000000000
118,state,KS,10,0.02500000000000000000
119,state,WI,10,0.02500000000000000000
120,state,NY,10,0.02500000000000000000
121,state,MA,9,0.02250000000000000000
122,state,NE,9,0.02250000000000000000
123,state,MN,8,0.02000000000000000000
124,state,OH,8,0.02000000000000000000
125,state,OR,6,0.01500000000000000000
126,state,CO,5,0.01250000000000000000
127,state,AZ,5,0.01250000000000000000
128,state,WA,4,0.01000000000000000000
129,state,MI,4,0.01000000000000000000
130,state,MO,3,0.00750000000000000000
131,state,IN,3,0.00750000000000000000
132,state,PA,3,0.00750000000000000000
133,state,CT,3,0.00750000000000000000
134,state,ID,2,0.00500000000000000000
135,state,LA,2,0.00500000000000000000
136,state,MS,2,0.00500000000000000000
137,state,GA,2,0.00500000000000000000
138,state,MT,2,0.00500000000000000000
139,state,VT,1,0.00250000000000000000
140,state,AR,1,0.00250000000000000000
141,state,WV,1,0.00250000000000000000
142,state,NM,1,0.00250000000000000000
143,state,NH,1,0.00250000000000000000
144,state,VA,1,0.00250000000000000000
