,funding_year,state_code,state_match_states,full_cost_build_states,district_id,name,total_unscalable_campuses,c1_discount_rate
27,2019,AL,False,False,882269,St Clair County School District,0.72,0.70000000000000000000
28,2019,CO,True,False,882274,Karval School District Re 23,1,0.70000000000000000000
29,2019,AR,False,False,882310,Hackett Public School District,0.16,0.80000000000000000000
30,2019,AL,False,False,882319,Thomasville City School District,0.16,0.80000000000000000000
31,2019,AR,False,False,882339,Harrison Public School District,0.48,0.60000000000000000000
32,2019,AR,False,False,882388,Hope Public School District,0.32,0.90000000000000000000
33,2019,AR,False,False,882422,Huntsville School District 1,0.40,0.80000000000000000000
34,2019,AR,False,False,882455,Lakeside School District 09,0.16,0.60000000000000000000
35,2019,AR,False,False,882506,Marked Tree School District,0.16,0.90000000000000000000
36,2019,AR,False,False,882521,Maynard Public School District,0.16,0.90000000000000000000
37,2019,AK,False,False,882526,Lower Kuskokwim School District,18,0.90000000000000000000
38,2019,AK,False,False,882538,Lower Yukon School District,10,0.90000000000000000000
39,2019,AK,False,False,882543,Yupiit School District,3,0.90000000000000000000
40,2019,CA,True,False,882547,Allensworth Elem School District,1,0.90000000000000000000
41,2019,AK,False,False,882566,Kashunamiut School District,1,0.90000000000000000000
42,2019,AK,False,False,882576,Aleutian East Borough School District,4,0.90000000000000000000
43,2019,AR,False,False,882578,Mulberry/Pleasant View Bi-County School District,0.24,0.90000000000000000000
44,2019,AK,False,False,882581,Aleutian Region School District,1,0.90000000000000000000
45,2019,AK,False,False,882587,Bering Strait School District,15,0.90000000000000000000
46,2019,AR,False,False,882588,Nashville Public School District 1,0.24,0.80000000000000000000
47,2019,AK,False,False,882599,Alaska Gateway School District,7,0.90000000000000000000
48,2019,AR,False,False,882601,Nettleton Public School District,0.40,0.80000000000000000000
49,2019,AR,False,False,882614,North Little Rock School District,0.88,0.90000000000000000000
50,2019,AK,False,False,882625,Dillingham City School District,1,0.90000000000000000000
51,2019,AK,False,False,882632,Galena City School District,0.16,0.80000000000000000000
52,2019,AR,False,False,882634,Ozark Public School District 14,0.32,0.80000000000000000000
53,2019,AK,False,False,882663,Hoonah City School District,1,0.90000000000000000000
54,2019,AK,False,False,882674,Kake City School District,1,0.90000000000000000000
55,2019,AK,False,False,882680,Kenai Peninsula Boro School District,10,0.70000000000000000000
56,2019,AR,False,False,882681,Prairie Grove School District,0.16,0.70000000000000000000
57,2019,CO,True,False,882687,Primero Reorg School District 2,1,0.80000000000000000000
58,2019,AK,False,False,882691,Kodiak Island Boro School District,5.24,0.80000000000000000000
59,2019,AK,False,False,882695,Lake & Peninsula School District,12,0.90000000000000000000
60,2019,AK,False,False,882705,Iditarod Area School District,7,0.90000000000000000000
61,2019,CA,True,False,882717,Armona Union Elem School District,2.08,0.90000000000000000000
62,2019,AK,False,False,882737,Fairbanks-N Star Boro School District,1,0.50000000000000000000
63,2019,AK,False,False,882742,North Slope Borough School District,5,0.80000000000000000000
64,2019,AK,False,False,882747,Northwest Arctic Boro School District,10,0.90000000000000000000
65,2019,CA,True,False,882749,Baker Valley Unified School District,1,0.90000000000000000000
66,2019,AK,False,False,882760,Pribilof School District,2,0.70
67,2019,AK,False,False,882775,Southeast Island School District,8,0.80000000000000000000
68,2019,AK,False,False,882778,Southwest Region School District,6,0.90000000000000000000
69,2019,AK,False,False,882787,Unalaska City School District,2,0.60000000000000000000
70,2019,AK,False,False,882790,Chatham School District,2,0.80000000000000000000
71,2019,AK,False,False,882794,Kuspuk School District,9,0.90000000000000000000
72,2019,AK,False,False,882802,Yukon Flats School District,6,0.90000000000000000000
73,2019,AK,False,False,882811,Chugach School District,1,0.90000000000000000000
74,2019,AR,False,False,882818,Watson Chapel School District,0.24,0.90000000000000000000
75,2019,AK,False,False,882824,Yakutat City School District,1,0.80000000000000000000
76,2019,AK,False,False,882828,Yukon-Koyukuk School District,10,0.80000000000000000000
77,2019,AR,False,False,882830,White Hall School District,0.04307692307692307692,0.60000000000000000000
78,2019,CA,True,False,882932,Borrego Springs Unified School District,0.16,0.90000000000000000000
79,2019,CA,True,False,883003,Burrel Union Elementary,1,0.90000000000000000000
80,2019,CA,True,False,883014,Buttonwillow Elementary School,1,0.90000000000000000000
81,2019,CA,True,False,883050,Capay Jt Union Elem School District,1,0.70000000000000000000
82,2019,CA,True,False,883081,Central Union Elem School District,4,0.80000000000000000000
83,2019,CA,True,False,883119,Clay Elementary School,1,0.50000000000000000000
84,2019,AZ,True,True,883129,Flagstaff Unified School District,1,0.60000000000000000000
85,2019,CA,True,False,883134,Cold Spring Elementary,1,0.70
86,2019,CA,True,False,883138,College Elem School District,1,0.70000000000000000000
87,2019,CA,True,False,883148,Columbine Elementary,1,0.70
88,2019,AZ,True,True,883149,Gila Bend Unified School District 24,1,0.90000000000000000000
89,2019,CA,True,False,883156,Leggett Valley Unified School District,2,0.80000000000000000000
90,2019,CA,True,False,883211,Desert Center Unified,1,0.80000000000000000000
91,2019,CA,True,False,883215,Di GiorgioSchool District,1,0.90000000000000000000
92,2019,AZ,True,True,883228,Mohave Valley Elem School District 16,2,0.90000000000000000000
93,2019,AZ,True,True,883242,Nadaburg Unified School District No 81,2,0.80000000000000000000
94,2019,CA,True,False,883253,Edison School District,0.16,0.90000000000000000000
95,2019,AZ,True,True,883269,Peach Springs Unified District,1,0.70
96,2019,AZ,True,True,883349,Snowflake Unified School District 5,0.01443886097152428811,0.70000000000000000000
97,2019,AZ,True,True,883351,Solomonville School District 5,1,0.80000000000000000000
98,2019,CA,True,False,883374,Garden Grove Unified School District,0.01491350374386780274,0.80000000000000000000
99,2019,AZ,True,True,883388,Tuba City Unified School District 15,4,0.90000000000000000000
100,2019,AZ,True,True,883396,Valentine Elementary District,1,0.90000000000000000000
101,2019,AZ,True,True,883407,Whiteriver Unified School District 20,3,0.90000000000000000000
102,2019,CA,True,False,883439,Hanford Elem School District,10,0.90000000000000000000
103,2019,CA,True,False,883442,Hanford Joint Union High School District,3,0.80000000000000000000
104,2019,CA,True,False,883479,Hope Elementary School District,0.24,0.50000000000000000000
105,2019,CA,True,False,883552,Kernville Un Elem School District,0.68,0.90000000000000000000
106,2019,CA,True,False,883578,Lagunita Elementary,1,0.50000000000000000000
107,2019,CA,True,False,883584,Lakeside Union School District,0.08,0.80000000000000000000
108,2019,CA,True,False,883598,Lemon Grove Elem School District,0.48,0.80000000000000000000
109,2019,CA,True,False,883599,Lemoore Union Elem School District,5,0.80000000000000000000
110,2019,CA,True,False,883600,Lemoore Union High School District,2,0.80000000000000000000
111,2019,CA,True,False,883603,Lewiston Elem School District,1,0.90000000000000000000
112,2019,CA,True,False,883643,Magnolia Union Elementary,1,0.60000000000000000000
113,2019,CA,True,False,883653,Mariposa Co Unified School District,0.24,0.80000000000000000000
114,2019,CA,True,False,883660,Mccloud Union Elem School District,1,0.90000000000000000000
115,2019,CA,True,False,883681,Mission Elementary School,1,0.70
116,2019,CA,True,False,883713,Mulberry Elementary School District,1,0.80000000000000000000
117,2019,CA,True,False,883753,Orange Center Elem School District,1,0.90000000000000000000
118,2019,CA,True,False,883769,Pacific Union Elem School District,1,0.90000000000000000000
119,2019,CA,True,False,883824,Princeton Jt Unified School District,0.16,0.80000000000000000000
120,2019,CA,True,False,883828,Ravendale-Termo Elementary School District,1,0.90000000000000000000
121,2019,CA,True,False,883839,Reef-Sunset Unified School District,5,0.90000000000000000000
122,2019,CA,True,False,883853,River Delta Jt Unified School District,0.64,0.80000000000000000000
123,2019,CA,True,False,883918,Saratoga Union Elem School District,4,0.40000000000000000000
124,2019,CA,True,False,883937,Sierra-Plumas Joint Unified,1.02,0.70000000000000000000
125,2019,CA,True,False,883939,Sierra Unified School District,0.08,0.70000000000000000000
126,2019,CA,True,False,883941,Silver Valley Unified School District,0.24,0.80000000000000000000
127,2019,CA,True,False,883946,Victor Valley Un H S District,0.03728375935966950685,0.90000000000000000000
128,2019,CA,True,False,883962,Southern Humboldt Jt Unified School District,0.08,0.70000000000000000000
129,2019,CA,True,False,883964,Southern Trinity Jt Unified School District,0.08,0.90000000000000000000
130,2019,CA,True,False,883974,Stony Creek Jt Unified School District,0.16,0.90000000000000000000
131,2019,CA,True,False,884047,Westside Elem School District,0.08,0.90000000000000000000
132,2019,CA,True,False,884057,Willits Unified School District,0.40,0.80000000000000000000
133,2019,CA,True,False,884064,Winship-Robbins Elementary School District,0.16,0.90000000000000000000
134,2019,CT,False,False,884278,Old Saybrook School District,0.24,0.70
135,2019,CT,False,False,884280,Oxford School District,0.24,0.40000000000000000000
136,2019,CT,False,False,884285,Portland School District,0.24,0.50000000000000000000
137,2019,CT,False,False,884303,Regional School District 05,0.24,0.40000000000000000000
138,2019,CT,False,False,884327,Suffield School District,0.24,0.50000000000000000000
139,2019,CT,False,False,884352,Windsor Locks School District,0.24,0.60000000000000000000
140,2019,CT,False,False,884355,Woodstock School District,0.16,0.50000000000000000000
141,2019,IA,False,False,894146,Riverside Community School District,2,0.60000000000000000000
142,2019,IA,False,False,894151,East Marshall Community School District,2,0.70000000000000000000
143,2019,IA,False,False,894233,Colo-Nesco Community School District,1,0.70000000000000000000
144,2019,IA,False,False,894265,River Valley Community School District,1,0.70000000000000000000
145,2019,IA,False,False,894274,English Valleys Community School District,0.08,0.70000000000000000000
146,2019,IA,False,False,894290,Galva-Holstein Community School District,1,0.60000000000000000000
147,2019,IA,False,False,894327,Jesup Community School District,3,0.60000000000000000000
148,2019,IA,False,False,894370,Montezuma Community School District,1,0.60000000000000000000
149,2019,IA,False,False,894435,Schaller-Crestland Community School District,1,0.70000000000000000000
150,2019,IA,False,False,894461,Stratford Community School District,1,0.70
151,2019,ID,True,False,895354,Troy School District #287,1,0.60000000000000000000
152,2019,ID,True,False,895355,White Pine Joint School District #288,2,0.70000000000000000000
153,2019,ID,True,False,895413,Challis Joint School District 181,0.08,0.70000000000000000000
154,2019,ID,True,False,895419,Culdesac Joint School District 342,1,0.80000000000000000000
155,2019,ID,True,False,895430,Genesee Joint School District 282,1,0.60000000000000000000
156,2019,ID,True,False,895433,Grace Joint School District 148,1,0.80000000000000000000
157,2019,ID,True,False,895437,Hansen School District 415,1,0.80000000000000000000
158,2019,ID,True,False,895438,Highland School District 305,1,0.80000000000000000000
159,2019,ID,True,False,895443,Jefferson County Jt District 251,1,0.70000000000000000000
160,2019,ID,True,False,895448,Kimberly School District 414,1,0.60000000000000000000
161,2019,ID,True,False,895449,Kootenai School District 274,1,0.80000000000000000000
162,2019,ID,True,False,895458,Marsing Joint School District 363,1,0.80000000000000000000
163,2019,ID,True,False,895461,Melba Joint School District 136,1,0.70000000000000000000
164,2019,ID,True,False,895467,Mountain Home School District 193,1,0.70000000000000000000
165,2019,ID,True,False,895472,Nez Perce Joint School District 302,1,0.70000000000000000000
166,2019,ID,True,False,895477,Parma School District 137,1,0.80000000000000000000
167,2019,ID,True,False,895482,Potlatch School District 285,1,0.70000000000000000000
168,2019,ID,True,False,895483,Prairie Elementary District,1,0.70
169,2019,ID,True,False,895484,Richfield School District 316,1,0.80000000000000000000
170,2019,ID,True,False,895489,Shoshone Joint School District 312,1,0.90000000000000000000
171,2019,ID,True,False,895493,St Maries Joint School District 41,1,0.80000000000000000000
172,2019,ID,True,False,895499,Valley School District 262,1,0.80000000000000000000
173,2019,ID,True,False,895502,Wendell School District 232,3,0.80000000000000000000
174,2019,IL,True,True,900673,New Holland-Middletown School Dst,1,0.90000000000000000000
175,2019,IL,True,True,900689,Lostant Community School District 425,1,0.70000000000000000000
176,2019,IL,True,True,900691,Meridian Community Un School District 15,3,0.70000000000000000000
177,2019,IL,True,True,900692,Bureau Vly Community Ut School District,4,0.70000000000000000000
178,2019,IL,True,True,900878,North Mac Community Unit School District 34,2,0.90000000000000000000
179,2019,IL,True,True,900893,Amboy Community Unit School District 272,0.24,0.70000000000000000000
180,2019,IL,True,True,900910,Armstrong Twp Hsd 225,1,0.60000000000000000000
181,2019,IL,True,True,900912,Ashley Ccsd 15,1,0.80000000000000000000
182,2019,IL,True,True,900913,Ashton Franklin Center Community Unit School District 275,2,0.70000000000000000000
183,2019,IL,True,True,900916,Atwood Heights School District 125,3,0.80000000000000000000
184,2019,IL,True,True,900918,Auburn Community Unit School District 10,1,0.70
185,2019,IL,True,True,900921,Aviston School District 21,1,0.70
186,2019,IL,True,True,900928,Bartelso School District 57,1,0.50000000000000000000
187,2019,IL,True,True,900966,Braceville School District 75,1,0.70
188,2019,IL,True,True,900971,Breese Esd 12,2,0.70
189,2019,IL,True,True,900979,Paxton-Buckley-Loda School District 10,1,0.70000000000000000000
190,2019,IL,True,True,901011,Central School District 51,1,0.70
191,2019,IL,True,True,901027,Chicago Public Schools,0.15592017738359201772,0.90000000000000000000
192,2019,IL,True,True,901032,Cissna Park C U School District 6,1,0.70000000000000000000
193,2019,IL,True,True,901045,Oakwood CUSD 76,3,0.70000000000000000000
194,2019,IL,True,True,901048,Cornell Ccsd 426,1,0.70
195,2019,IL,True,True,901058,Fulton Co Community School District 3,0.16,0.70000000000000000000
196,2019,IL,True,True,901064,Dalzell School District 98,1,0.70
197,2019,IL,True,True,901065,Damiansville School District 62,1,0.70
198,2019,IL,True,True,901114,Lindop School District 92,1,0.70
199,2019,IL,True,True,901153,Forrestville Vly School District 221,1,0.60000000000000000000
200,2019,IL,True,True,901161,Serena CUSD #2,0.08,0.70000000000000000000
201,2019,IL,True,True,901207,Greenview C U School District 200,1,0.70000000000000000000
202,2019,IL,True,True,901215,Hamilton School District 328,0.16,0.70000000000000000000
203,2019,IL,True,True,901235,Herscher Community Unit School District 2,0.16,0.60000000000000000000
204,2019,IL,True,True,901237,Heyworth School District 4,0.16,0.60000000000000000000
205,2019,IL,True,True,901249,Hollis School District 328,1,0.50000000000000000000
206,2019,IL,True,True,901264,Illinois Valley Central School District 321,1,0.60000000000000000000
207,2019,IL,True,True,901276,Jasper County School District 1,1,0.70000000000000000000
208,2019,IL,True,True,901303,Ladd C C School District 94,1,0.70
209,2019,IL,True,True,901307,La Grange School District 105,0.32,0.60000000000000000000
210,2019,IL,True,True,901308,La Moille C U School District 303,3,0.70000000000000000000
211,2019,IL,True,True,901312,Lake Forest Chsd 115,1,0.70
212,2019,IL,True,True,901318,Laraway Ccsd 70C,0.68,0.70
213,2019,IL,True,True,901353,Lisbon Grade School (C C School Dis 90),1,0.70
214,2019,IL,True,True,901404,Mazon-Verona-Kinsman School District 2 C,1,0.70
215,2019,IL,True,True,901412,Mendota School District 289,2,0.80000000000000000000
216,2019,IL,True,True,901416,Meridian Community Un School District 223,0.08,0.80000000000000000000
217,2019,IL,True,True,901429,Minooka School District 201,3,0.50000000000000000000
218,2019,IL,True,True,901435,Monroe School District 70,1,0.50000000000000000000
219,2019,IL,True,True,901475,Nettle Creek Ccsd 24C,1,0.70
220,2019,IL,True,True,901484,Newark Community Consolidated School District 66,2,0.60000000000000000000
221,2019,IL,True,True,901490,North Boone School District 200,1.36,0.70000000000000000000
222,2019,IL,True,True,901494,Northbrook School District 28,0.24,0.40000000000000000000
223,2019,IL,True,True,901508,Odell Ccsd 435,1,0.70
224,2019,IL,True,True,901528,Northwestern C U School District 2,1,0.90000000000000000000
225,2019,IL,True,True,901533,Panhandle Community School District 2,1,0.80000000000000000000
226,2019,IL,True,True,901540,General Patton School District 133,1,0.70
227,2019,IL,True,True,901551,Peotone School District 207 U,0.08,0.60000000000000000000
228,2019,IL,True,True,901555,Southwestern Community School District 9,0.32,0.70000000000000000000
229,2019,IL,True,True,901583,Prophetstown Lyndon Tampico #3,0.08,0.80000000000000000000
230,2019,IL,True,True,901621,Rochelle Twp Hsd 212,1,0.70
231,2019,IL,True,True,901622,Rochester School District 3A,0.24,0.40000000000000000000
232,2019,IL,True,True,901632,Rooks Creek Ccsd 425,1,0.70
233,2019,IL,True,True,901635,Rosemont Esd 78,1,0.70
234,2019,IL,True,True,901645,Sandridge School District 172,1,0.90000000000000000000
235,2019,IL,True,True,901648,Saratoga Community Consolidated School District 60,1,0.60000000000000000000
236,2019,IL,True,True,901677,South Wilmington Ccsd 74,1,0.70
237,2019,IL,True,True,901694,St Rose School District 14-15,1,0.60000000000000000000
238,2019,IL,True,True,901699,Steward Elem School District 220,1,0.70000000000000000000
239,2019,IL,True,True,901716,Taft School District 90,1,0.60000000000000000000
240,2019,IL,True,True,901722,Thornton School District 154,1,0.70
241,2019,IL,True,True,901729,Tonica Community Consolidated School District 79,1,0.70
242,2019,IL,True,True,901747,Valley View Community Un District 365 U,3,0.80000000000000000000
243,2019,IN,False,False,901760,White River Valley School Corp,1,0.80000000000000000000
244,2019,IL,True,True,901778,North Wamac School District 186,1,0.90000000000000000000
245,2019,IL,True,True,901805,Waverly Community Unit School District 6,1,0.70000000000000000000
246,2019,IL,True,True,901819,West Lincoln-Broadwell Dist,1,0.70
247,2019,IL,True,True,901855,Willow Grove School District 46,1,0.70
248,2019,IL,True,True,901858,Willow Springs School District 108,1,0.70
249,2019,IL,True,True,901889,Wood River Hartford District 15,2,0.90000000000000000000
250,2019,IN,False,False,901953,Avon Community School Corporation,0.04746743849493487696,0.50000000000000000000
251,2019,IN,False,False,901981,Center Grove Community School Corp,0.00593342981186685962,0.50000000000000000000
252,2019,IN,False,False,901984,Dekalb County Central United School District,1.01780028943560057886,0.70000000000000000000
253,2019,IN,False,False,902000,Crawford County Community School Corp,1,0.80000000000000000000
254,2019,IN,False,False,902010,Delphi Community School Corp,0.08,0.80000000000000000000
255,2019,IN,False,False,902013,East Allen County Schools,0.00593342981186685962,0.80000000000000000000
256,2019,IN,False,False,902072,Kankakee Valley School District,0.02373371924746743848,0.70000000000000000000
257,2019,IN,False,False,902084,Lebanon Community School Corp,0.03560057887120115772,0.70000000000000000000
258,2019,IN,False,False,902093,Madison Consolidated School Corp,0.08,0.70000000000000000000
259,2019,IN,False,False,902105,Mississinewa Community School Corp,0.00593342981186685962,0.80000000000000000000
260,2019,IN,False,False,902134,North Newton School Corp,0.08,0.80000000000000000000
261,2019,IN,False,False,902141,Northeast Dubois County School Corp.,0.24,0.60000000000000000000
262,2019,IN,False,False,902164,John Glenn School Corporation,1,0.70000000000000000000
263,2019,IN,False,False,902177,Merrillville Community School Corp,0.04746743849493487696,0.80000000000000000000
264,2019,IN,False,False,902198,South Montgomery Community School Corp,0.08,0.70000000000000000000
265,2019,IN,False,False,902224,Sunman-Dearborn Community School Corp,0.32,0.60000000000000000000
266,2019,IN,False,False,902233,Tri-Creek School Corporation,0.08,0.60000000000000000000
267,2019,IN,False,False,902250,M S D Wabash County Schools,0.02966714905933429810,0.70000000000000000000
268,2019,IN,False,False,902253,Warrick County School Corp,0.24,0.60000000000000000000
269,2019,IN,False,False,902265,Westview School Corp,4,0.60000000000000000000
270,2019,KS,True,False,903415,Anthony-Harper Unified School District,1,0.80000000000000000000
271,2019,KS,True,False,903454,Cherryvale Unified School District 447,1,0.80000000000000000000
272,2019,KS,True,False,903492,Mission Valley Unified School District 330,1,0.60000000000000000000
273,2019,KS,True,False,903540,Humboldt Unified School District 258,0.16,0.80000000000000000000
274,2019,KS,True,False,903628,West Franklin Unified School District 287,2,0.80000000000000000000
275,2019,KS,True,False,903651,Wallace Co School District 241,1,0.70000000000000000000
276,2019,KS,True,False,903666,Syracuse Unified School District 494,1,0.80000000000000000000
277,2019,KS,True,False,903687,Jefferson Co N School District 339,1,0.70000000000000000000
278,2019,KS,True,False,903689,Woodson Unified School District 366,0.16,0.80000000000000000000
279,2019,KY,False,False,904408,Bourbon County School District,0.24,0.90000000000000000000
280,2019,KY,False,False,904426,Carter County School District,0.00195829555757026293,0.90000000000000000000
281,2019,LA,False,False,909716,Catahoula Parish School District,0.40,0.90000000000000000000
282,2019,LA,False,False,909749,Sabine Parish School District,1,0.90000000000000000000
283,2019,LA,False,False,909767,Washington Parish School District,0.64,0.90000000000000000000
284,2019,LA,False,False,909771,West Carroll Parish School District,0.32,0.90000000000000000000
285,2019,MA,True,False,910997,Ayer Shirley School District,3,0.60000000000000000000
286,2019,MA,True,False,911014,Athol-Royalston Reg School District,1,0.90000000000000000000
287,2019,MA,True,False,911025,Berkley,1.08,0.70
288,2019,MA,True,False,911075,Dennis-Yarmouth Reg School District,3,0.80000000000000000000
289,2019,MA,True,False,911082,Dracut Public Schools,3,0.60000000000000000000
290,2019,MA,True,False,911091,Oak Bluffs,1,0.70000000000000000000
291,2019,MA,True,False,911134,Hatfield,2,0.70
292,2019,MA,True,False,911163,Lunenburg School District,2,0.60000000000000000000
293,2019,MA,True,False,911175,Martha's Vineyard Public Schools,1,0.70000000000000000000
294,2019,MA,True,False,911243,Edgartown,1,0.70000000000000000000
295,2019,MA,True,False,911256,Pioneer Valley Reg School District,2,0.60000000000000000000
296,2019,MA,True,False,911290,Southampton,1,0.70
297,2019,MA,True,False,911321,Wachusett Regional School District,1,0.50000000000000000000
298,2019,MA,True,False,911339,Tisbury,1,0.70000000000000000000
299,2019,MA,True,False,911344,Westhampton,1,0.70
300,2019,MA,True,False,911352,Williamsburg,1,0.70
301,2019,MD,True,False,915455,Garrett County School District,1,0.70000000000000000000
302,2019,MD,True,False,915458,Kent County Public School District,1.48,0.80000000000000000000
303,2019,MI,False,False,919180,Big Jackson School District,1,0.70
304,2019,MI,False,False,919493,Arvon Township School District,1,0.70
305,2019,MI,False,False,919495,Athens Area School District,0.16,0.80000000000000000000
306,2019,MI,False,False,919504,Bangor Township School District,0.40,0.80000000000000000000
307,2019,MI,False,False,919515,Bedford Public School District,0.32,0.50000000000000000000
308,2019,MI,False,False,919519,Bellevue Community School District,0.16,0.80000000000000000000
309,2019,MI,False,False,919527,Ionia-Berlin Twp School District 3,1,0.90000000000000000000
310,2019,MI,False,False,919540,Boyne Falls Public Schools,1,0.80000000000000000000
311,2019,MI,False,False,919549,Britton Deerfield Schools,0.16,0.80000000000000000000
312,2019,MI,False,False,919560,Byron Area Schools,0.16,0.60000000000000000000
313,2019,MI,False,False,919587,Chelsea School District,0.24,0.50000000000000000000
314,2019,MI,False,False,919598,Clinton Community School District,0.24,0.50000000000000000000
315,2019,MI,False,False,919600,Clio Area School District,0.32,0.60000000000000000000
316,2019,MI,False,False,919602,Coleman Community School District,0.68,0.80000000000000000000
317,2019,MI,False,False,919635,Dundee Community Schools,0.24,0.80000000000000000000
318,2019,MI,False,False,919641,East Jordan School District,0.08,0.80000000000000000000
319,2019,MI,False,False,919648,Montabella Community School District,0.68,0.80000000000000000000
320,2019,MI,False,False,919654,Escanaba Area School District,0.16,0.90000000000000000000
321,2019,MI,False,False,919656,Evart Public Schools,0.16,0.80000000000000000000
322,2019,MI,False,False,919681,Galesburg-Augusta Community Schools,0.16,0.80000000000000000000
323,2019,MI,False,False,919686,Gaylord Community Schools,0.24,0.80000000000000000000
324,2019,MI,False,False,919688,Roscommon Area Public Schools,0.24,0.80000000000000000000
325,2019,MI,False,False,919704,Grand Rapids Public Schools,0.32,0.90000000000000000000
326,2019,MI,False,False,919706,Grant Public School District,0.01366622864651773983,0.90000000000000000000
327,2019,MI,False,False,919712,Hagar Township S/D #6,1,0.70
328,2019,MI,False,False,919719,Harper Creek Community Schools,0.32,0.70000000000000000000
329,2019,MI,False,False,919726,Hastings Area School System,0.02733245729303547966,0.70000000000000000000
330,2019,MI,False,False,919733,Hillsdale Community Schools,0.32,0.80000000000000000000
331,2019,MI,False,False,919734,Holland Public School District,0.00455540954883924661,0.80000000000000000000
332,2019,MI,False,False,919742,Hudson Area Schools,0.16,0.80000000000000000000
333,2019,MI,False,False,919760,Johannesburg-Lewiston Schools,0.08,0.80000000000000000000
334,2019,MI,False,False,919761,Jonesville Community Schools,0.16,0.70000000000000000000
335,2019,MI,False,False,919773,Laingsburg Community School District,0.24,0.60000000000000000000
336,2019,MI,False,False,919778,Lakeshore School District,0.32,0.50000000000000000000
337,2019,MI,False,False,919797,Leslie Public School District,0.16,0.70000000000000000000
338,2019,MI,False,False,919806,Ludington Area School District,0.24,0.70000000000000000000
339,2019,MI,False,False,919814,Manistique Area Schools,0.08,0.80000000000000000000
340,2019,MI,False,False,919818,Marion Public School District,0.16,0.90000000000000000000
341,2019,MI,False,False,919841,Midland Public School District,0.05010950503723171271,0.50000000000000000000
342,2019,MI,False,False,919856,Mount Clemens Community School District,0.16,0.90000000000000000000
343,2019,MI,False,False,919867,New Buffalo Area School District,0.16,0.70000000000000000000
344,2019,MI,False,False,919870,Newaygo Public School District,0.01822163819535698644,0.90000000000000000000
345,2019,MI,False,False,919890,Olivet Community School District,0.16,0.70000000000000000000
346,2019,MI,False,False,919892,Oneida Township S/D #3,1,0.70
347,2019,MI,False,False,919907,Paw Paw Public Schools,0.32,0.70000000000000000000
348,2019,MI,False,False,919910,Pennfield Schools,0.24,0.80000000000000000000
349,2019,MI,False,False,919912,Perry Public Schools,0.16,0.70000000000000000000
350,2019,MI,False,False,919917,Pinckney Community School District,0.32,0.50000000000000000000
351,2019,MI,False,False,919939,Reading Community Schools,0.16,0.80000000000000000000
352,2019,MI,False,False,919948,Riverview Community School District,0.40,0.50000000000000000000
353,2019,MI,False,False,919965,Saugatuck Public School District,0.00911081909767849322,0.60000000000000000000
354,2019,MI,False,False,919967,Schoolcraft Community School District,0.68,0.50000000000000000000
355,2019,MI,False,False,919988,Standish-Sterling Community Schools,1.36,0.80000000000000000000
356,2019,MI,False,False,919992,Stockbridge Community School District,0.16,0.70000000000000000000
357,2019,MI,False,False,920022,Verona Township S/D #1F,1,0.70
358,2019,MI,False,False,920038,Wells Township School District,1,0.70
359,2019,MI,False,False,920044,White Cloud Public Schools,0.68,0.80000000000000000000
