funding_year,state_code,district_id,num_students,best_deal,projected_bw_fy2018,ia_monthly_cost_total,ia_bw_mbps_total,c1_discount_rate,goal_cost,add_cost_per_stud_post_discount
2019,IA,894173,380,False,380.0,877.5,250.0,0.8,1000.0,0.0644736842105263
2019,IA,894178,1696,False,1696.0,800.0,1000.0,0.5,2000.0,0.35377358490566035
2019,IA,894180,447,False,447.0,249.0,250.0,0.6,1000.0,0.6720357941834453
2019,IA,894182,457,False,457.0,828.0,250.0,0.8,1000.0,0.07527352297592996
2019,IA,894188,4660,False,3961.0,2986.48,1000.0,,,
2019,IA,894190,2091,False,2091.0,995.0,800.0,0.4,2500.0,0.43185078909612623
2019,IA,894198,265,False,265.0,360.0,100.0,0.8,1000.0,0.4830188679245282
2019,IA,894199,505,False,505.0,299.99,100.0,0.7,1000.0,0.4158475247524753
2019,IA,894203,1783,False,1783.0,945.74,1000.0,0.7,2000.0,0.17738530566461022
2019,IA,894205,16506,False,11554.2,3600.0,7000.0,,,
2019,IA,894206,1592,False,1592.0,675.0,300.0,0.5,2000.0,0.416143216080402
2019,IA,894222,325,False,325.0,352.5,100.0,0.7,1000.0,0.5976923076923077
2019,IA,894223,291,False,291.0,406.9,100.0,0.8,1000.0,0.40762886597938136
2019,IA,894225,1291,False,1291.0,899.95,1000.0,0.7,2000.0,0.25562742060418286
2019,IA,894243,14940,False,10458.0,2700.0,3200.0,,,
2019,IA,894244,1262,False,1262.0,1370.0,1000.0,0.8,2000.0,0.09984152139461171
2019,IA,894247,162,False,162.0,109.99,100.0,0.7,1000.0,1.648166666666667
2019,IA,894251,32057,False,12822.8,3200.0,6000.0,0.9,3205.7,1.7780827900302014e-05
2019,IA,894276,223,False,223.0,99.99,100.0,0.8,1000.0,0.8071838565022419
2019,IA,894279,1705,False,1705.0,1350.0,400.0,0.8,2000.0,0.07624633431085043
2019,IA,894282,1159,False,1159.0,545.5,1100.0,0.6,2000.0,0.5019844693701467
2019,IA,894299,378,False,378.0,2250.0,200.0,,,
2019,IA,894306,354,False,354.0,250.0,100.0,0.6,1000.0,0.847457627118644
2019,IA,894312,600,False,600.0,600.0,200.0,0.6,1000.0,0.26666666666666666
2019,IA,894318,1413,False,1413.0,300.0,1000.0,0.6,2000.0,0.48124557678697805
2019,IA,894319,3638,False,3092.3,1500.0,1000.0,0.6,2500.0,0.10995052226498075
2019,IA,894320,871,False,871.0,254.95,200.0,0.6,1000.0,0.342158438576349
2019,IA,894332,1699,False,1699.0,1250.0,1000.0,0.7,2000.0,0.13243084167157154
2019,IA,894336,241,False,241.0,200.0,100.0,0.8,1000.0,0.6639004149377592
2019,IA,894338,2162,False,1837.7,1620.0,1000.0,0.6,2000.0,0.07030527289546716
2019,IA,894350,485,False,485.0,250.0,100.0,0.6,1000.0,0.6185567010309279
2019,IA,894353,462,False,462.0,200.0,300.0,0.8,1000.0,0.34632034632034625
2019,IA,894359,2166,False,2166.0,1450.0,2000.0,0.5,2500.0,0.24238227146814403
2019,IA,894362,3878,False,3296.3,1156.0,1000.0,0.8,2500.0,0.06931407942238266
2019,IA,894363,1376,False,1376.0,1080.0,1000.0,0.6,2000.0,0.26744186046511625
2019,IA,894366,1416,False,1416.0,1088.06,600.0,0.6,2000.0,0.2576101694915255
2019,IA,894367,506,False,506.0,620.33,300.0,0.7,1000.0,0.22510079051383403
2019,IA,894386,3130,False,2660.5,1059.0,1000.0,0.8,2500.0,0.0920766773162939
2019,IA,894390,294,False,294.0,525.0,150.0,0.8,1000.0,0.32312925170068024
2019,IA,894414,2386,False,2386.0,1000.0,500.0,0.6,2500.0,0.2514668901927913
2019,IA,894430,1132,False,1132.0,750.0,250.0,0.6,2000.0,0.4416961130742049
2019,IA,894438,1597,False,1597.0,600.0,100.0,0.5,2000.0,0.43832185347526614
2019,IA,894439,284,False,284.0,352.5,100.0,0.8,1000.0,0.45598591549295764
2019,IA,894445,1288,False,1288.0,1080.0,1000.0,0.7,2000.0,0.21428571428571433
2019,IA,894454,1982,False,1982.0,666.32,1000.0,0.7,2000.0,0.20186881937436932
2019,IA,894459,2412,False,2412.0,1755.0,2000.0,0.8,2500.0,0.06177446102819236
2019,IA,894474,352,False,352.0,681.6,200.0,0.6,1000.0,0.3618181818181818
2019,IA,894488,1733,False,1733.0,1500.0,1000.0,0.7,2000.0,0.08655510675129835
2019,IA,894494,228,False,228.0,300.0,100.0,0.6,1000.0,1.2280701754385965
2019,IA,894500,9026,False,7672.1,2675.0,3000.0,,,
2019,IA,894512,457,False,457.0,705.0,200.0,0.8,1000.0,0.12910284463894964
2019,IA,894530,577,False,577.0,209.95,500.0,0.7,1000.0,0.41077123050259967
2019,ID,895346,1096,False,1096.0,5393.52,1000.0,,,
2019,ID,895354,255,False,255.0,800.0,100.0,0.6,1000.0,0.3137254901960784
2019,ID,895355,227,False,227.0,1500.0,150.0,,,
2019,ID,895368,124,False,124.0,936.0,100.0,0.8,1000.0,0.10322580645161288
2019,ID,895369,1246,False,1246.0,1900.0,1000.0,0.7,2000.0,0.024077046548956663
2019,ID,895398,3884,False,3301.4,1800.0,1000.0,0.8,2500.0,0.0360453141091658
2019,ID,895399,3320,False,2822.0,1600.0,1000.0,0.7,2500.0,0.08132530120481929
2019,ID,895401,25865,False,18105.5,2495.0,5000.0,0.6,4526.375,0.03141503962884207
2019,ID,895408,130,False,130.0,1327.8,100.0,,,
2019,ID,895413,351,False,351.0,2000.0,200.0,,,
2019,ID,895418,261,False,261.0,1394.74,250.0,,,
2019,ID,895419,99,False,99.0,3322.0,44.0,,,
2019,ID,895420,220,False,220.0,525.0,150.0,0.8,1000.0,0.43181818181818177
2019,ID,895424,1650,False,1650.0,500.0,200.0,0.7,2000.0,0.27272727272727276
2019,ID,895427,2194,False,1864.9,868.0,1000.0,0.8,2000.0,0.10319051959890609
2019,ID,895428,1768,False,1768.0,165.0,1000.0,0.8,2000.0,0.20757918552036195
2019,ID,895429,238,False,238.0,1269.27,210.0,,,
2019,ID,895430,465,False,465.0,1000.0,100.0,,,
2019,ID,895433,525,False,525.0,1925.0,505.0,,,
2019,ID,895438,160,False,160.0,1000.0,100.0,,,
2019,ID,895442,10208,False,7145.6,2383.0,2000.0,0.6,2500.0,0.004584639498432602
2019,ID,895443,5533,False,4703.05,4500.0,1000.0,,,
2019,ID,895447,231,False,231.0,675.0,100.0,0.7,1000.0,0.42207792207792216
2019,ID,895449,147,False,147.0,2950.0,100.0,,,
2019,ID,895450,5306,False,4510.1,2590.0,2000.0,,,
2019,ID,895451,4358,False,3704.3,2390.0,2000.0,0.7,2500.0,0.007572280862781094
2019,ID,895452,504,False,504.0,4945.0,200.0,,,
2019,ID,895453,4724,False,4015.4,2000.0,2000.0,0.5,2500.0,0.05292125317527519
2019,ID,895459,1084,False,1084.0,1990.0,1000.0,0.6,2000.0,0.0036900369003690036
2019,ID,895460,165,False,165.0,1000.0,100.0,,,
2019,ID,895463,3910,False,3323.5,2100.0,1500.0,0.6,2500.0,0.04092071611253197
2019,ID,895464,117,False,117.0,1600.0,50.0,,,
2019,ID,895466,2344,False,1992.4,1595.0,500.0,0.6,2000.0,0.06911262798634812
2019,ID,895472,144,False,144.0,1000.0,100.0,,,
2019,ID,895477,1090,False,1090.0,4890.0,1000.0,,,
2019,ID,895481,5812,False,4940.2,1990.0,1000.0,0.6,2500.0,0.03509979353062629
2019,ID,895482,436,False,436.0,2200.0,200.0,,,
2019,ID,895487,762,False,762.0,2850.0,200.0,,,
2019,ID,895488,2281,False,2281.0,2960.0,1000.0,,,
2019,ID,895489,528,False,528.0,1500.0,400.0,,,
2019,ID,895490,1771,False,1505.35,1400.0,1000.0,0.7,2000.0,0.10163749294184078
2019,ID,895493,959,False,959.0,3800.0,200.0,,,
2019,ID,895499,586,False,586.0,4050.0,500.0,,,
2019,ID,895501,1570,False,1570.0,1149.0,300.0,0.8,2000.0,0.10840764331210188
2019,ID,895502,1149,False,1149.0,1350.0,300.0,0.8,2000.0,0.11314186248912095
2019,IL,900620,1920,False,1632.0,946.23,500.0,0.7,2000.0,0.16465156250000001
2019,IL,900673,116,False,116.0,235.9,100.0,0.9,1000.0,0.658706896551724
2019,IL,900674,440,False,440.0,825.0,155.0,0.7,1000.0,0.11931818181818184
2019,IL,900690,404,False,404.0,2990.0,200.0,,,
2019,IL,900691,991,False,991.0,1240.0,50.0,,,
2019,IL,900844,1713,False,1713.0,2700.0,1000.0,,,
2019,IL,900845,978,False,978.0,1530.0,500.0,,,
2019,IL,900859,208,False,208.0,219.95,100.0,0.8,1000.0,0.7500480769230767
2019,IL,900862,346,False,346.0,632.0,150.0,0.7,1000.0,0.3190751445086706
2019,IL,900863,471,False,471.0,768.0,200.0,0.7,1000.0,0.1477707006369427
2019,IL,900865,182,False,182.0,506.25,75.0,0.7,1000.0,0.8138736263736265
2019,IL,900867,348,False,348.0,432.1,100.0,0.7,1000.0,0.4895689655172414
2019,IL,900878,1406,False,1406.0,800.0,600.0,0.9,2000.0,0.08534850640113796
2019,IL,900879,272,False,272.0,79.98,200.0,0.9,1000.0,0.33824264705882345
2019,IL,900885,193,False,193.0,60.0,50.0,0.6,1000.0,1.9481865284974094
2019,IL,900891,6128,False,5208.8,3878.07,5000.0,,,
2019,IL,900892,396,False,396.0,680.0,200.0,0.7,1000.0,0.24242424242424246
2019,IL,900897,361,False,361.0,975.0,100.0,0.5,1000.0,0.03462603878116344
2019,IL,900909,72,False,72.0,675.0,50.0,0.8,1000.0,0.9027777777777776
2019,IL,900910,138,False,138.0,637.5,50.0,0.6,1000.0,1.0507246376811594
2019,IL,900921,385,False,385.0,200.0,300.0,0.7,1000.0,0.6233766233766235
2019,IL,900926,175,False,175.0,934.36,100.0,0.4,1000.0,0.22505142857142854
2019,IL,900927,8412,False,7150.2,2999.0,4000.0,,,
2019,IL,900931,1363,False,1363.0,750.0,200.0,0.8,2000.0,0.18341892883345556
2019,IL,900935,577,False,577.0,314.95,200.0,0.9,1000.0,0.11872616984402076
2019,IL,900936,169,False,169.0,365.07,50.0,0.9,1000.0,0.375698224852071
2019,IL,900956,1792,False,1792.0,1400.0,1000.0,0.5,2000.0,0.16741071428571427
2019,IL,900963,221,False,221.0,200.0,200.0,0.9,1000.0,0.3619909502262443
2019,IL,900969,2059,False,2059.0,1650.0,1000.0,0.6,2500.0,0.1651287032540068
2019,IL,900973,2736,False,2736.0,1661.8,1000.0,0.8,2500.0,0.06127192982456139
2019,IL,900984,710,False,710.0,918.0,300.0,0.8,1000.0,0.023098591549295767
2019,IL,900989,1023,False,1023.0,1850.0,1000.0,0.9,2000.0,0.014662756598240467
2019,IL,900991,483,False,483.0,895.0,50.0,0.7,1000.0,0.06521739130434784
2019,IL,900994,2549,False,2549.0,1379.5,1100.0,0.8,2500.0,0.08791683012946251
2019,IL,900999,1494,False,1494.0,1400.0,500.0,0.7,2000.0,0.12048192771084339
2019,IL,901032,311,False,311.0,349.95,125.0,0.7,1000.0,0.6270578778135049
2019,IL,901033,325,False,325.0,1000.0,50.0,,,
2019,IL,901037,3610,False,3068.5,1700.05,1000.0,0.6,2500.0,0.08863711911357341
2019,IL,901042,1985,False,1985.0,1295.0,1000.0,0.4,2000.0,0.21309823677581863
2019,IL,901044,1185,False,1185.0,399.99,1000.0,0.8,2000.0,0.27004388185654005
2019,IL,901065,102,False,102.0,79.99,50.0,0.7,1000.0,2.7059117647058826
2019,IL,901070,97,False,97.0,560.0,70.0,0.6,1000.0,1.8144329896907216
2019,IL,901072,6227,False,5292.95,2565.0,1500.0,,,
2019,IL,901085,2669,False,2268.65,1661.8,1000.0,0.9,2500.0,0.0314050206069689
2019,IL,901094,1052,False,1052.0,891.0,400.0,0.8,2000.0,0.21083650190114064
2019,IL,901097,815,False,815.0,700.0,400.0,0.5,1000.0,0.18404907975460122
2019,IL,901111,5257,False,4468.45,3038.0,2000.0,,,
2019,IL,901126,8148,False,6925.8,2285.75,2000.0,0.4,2500.0,0.015776877761413843
2019,IL,901136,7590,False,5313.0,3150.0,5000.0,,,
2019,IL,901168,542,False,542.0,1595.0,100.0,,,
2019,IL,901178,863,False,863.0,1980.0,250.0,,,
2019,IL,901189,2935,False,2494.75,2100.0,1000.0,0.6,2500.0,0.054514480408858604
2019,IL,901220,580,False,580.0,104.95,100.0,0.7,1000.0,0.46295689655172423
2019,IL,901230,985,False,985.0,4416.0,600.0,,,
2019,IL,901237,938,False,938.0,509.52,261.0,0.6,1000.0,0.20915991471215353
2019,IL,901262,920,False,920.0,2000.0,600.0,,,
2019,IL,901275,163,False,163.0,299.0,50.0,0.7,1000.0,1.290184049079755
2019,IL,901277,2571,False,2571.0,2451.0,250.0,0.7,2500.0,0.005717619603267212
2019,IL,901297,548,False,548.0,750.0,200.0,0.7,1000.0,0.13686131386861317
2019,IL,901308,241,False,241.0,189.99,37.0,0.7,1000.0,1.0083112033195023
2019,IL,901346,1036,False,1036.0,1250.0,1000.0,0.7,2000.0,0.21718146718146722
2019,IL,901353,106,False,106.0,300.0,20.0,0.7,1000.0,1.9811320754716983
2019,IL,901356,1323,False,1323.0,1240.0,1000.0,0.8,2000.0,0.11489040060468629
2019,IL,901386,1155,False,1155.0,662.74,1000.0,0.4,2000.0,0.6946805194805195
2019,IL,901387,4468,False,3797.8,2666.66,2000.0,,,
2019,IL,901395,1335,False,1335.0,830.0,125.0,0.7,2000.0,0.2629213483146068
2019,IL,901418,984,False,984.0,1980.0,250.0,,,
2019,IL,901432,6390,False,5431.5,1495.0,1000.0,0.8,2500.0,0.031455399061032854
2019,IL,901436,1559,False,1559.0,900.0,300.0,0.5,2000.0,0.3527902501603592
2019,IL,901452,2270,False,2270.0,1595.0,1000.0,0.4,2500.0,0.23920704845814977
2019,IL,901478,180,False,180.0,299.0,50.0,0.7,1000.0,1.1683333333333334
2019,IL,901484,263,False,263.0,600.0,60.0,0.6,1000.0,0.6083650190114068
2019,IL,901487,624,False,624.0,269.0,200.0,0.8,1000.0,0.23429487179487174
2019,IL,901493,597,False,597.0,1096.31,100.0,,,
2019,IL,901506,258,False,258.0,400.0,50.0,0.7,1000.0,0.6976744186046513
2019,IL,901508,143,False,143.0,369.8,100.0,0.7,1000.0,1.3220979020979022
2019,IL,901510,62,False,62.0,417.5,50.0,0.8,1000.0,1.8790322580645156
2019,IL,901512,3638,False,3092.3,1846.34,1000.0,0.5,2500.0,0.08983782297965917
2019,IL,901514,1838,False,1838.0,575.05,400.0,0.7,2000.0,0.23258161044613715
2019,IL,901515,616,False,616.0,105.0,100.0,0.7,1000.0,0.4358766233766235
2019,IL,901520,17470,False,12229.0,2400.0,4000.0,0.5,3057.25,0.01881081854607899
2019,IL,901534,902,False,902.0,770.0,300.0,0.8,1000.0,0.05099778270509977
2019,IL,901541,636,False,636.0,1463.0,500.0,,,
2019,IL,901555,1454,False,1454.0,950.0,300.0,0.7,2000.0,0.21664374140302617
2019,IL,901559,1271,False,1271.0,2000.0,1000.0,,,
2019,IL,901575,165,False,165.0,134.6,80.0,0.8,1000.0,1.0489696969696967
2019,IL,901579,1155,False,1155.0,730.0,375.0,0.7,2000.0,0.3298701298701299
2019,IL,901590,254,False,254.0,604.0,100.0,0.9,1000.0,0.1559055118110236
2019,IL,901592,241,False,241.0,750.0,100.0,0.6,1000.0,0.4149377593360996
2019,IL,901596,993,False,993.0,1194.0,622.0,,,
2019,IL,901610,1175,False,1175.0,1500.0,1000.0,0.7,2000.0,0.12765957446808512
2019,IL,901614,1462,False,1462.0,1258.39,250.0,0.8,2000.0,0.10145143638850886
2019,IL,901618,153,False,153.0,692.25,100.0,0.6,1000.0,0.8045751633986928
2019,IL,901620,1603,False,1603.0,1259.65,200.0,0.8,2000.0,0.09237055520898312
2019,IL,901631,134,False,134.0,998.75,100.0,0.4,1000.0,0.005597014925373134
2019,IL,901632,45,False,45.0,281.65,30.0,0.7,1000.0,4.7890000000000015
2019,IL,901661,117,False,117.0,899.0,50.0,0.6,1000.0,0.34529914529914535
2019,IL,901675,225,False,225.0,1200.0,100.0,,,
2019,IL,901680,337,False,337.0,520.0,100.0,0.7,1000.0,0.42729970326409505
