district_id,funding_year,name,state_code,fit_for_ia,fit_for_ia_cost,num_students,num_schools,ia_bw_mbps_total,ia_monthly_cost_total,ia_monthly_cost_total_extrap,meeting_2018_goal_oversub,projected_mrc_1g,projected_mrc_10g,multiple_10G_no_oversub,projected_mrc_10g_10kplus_no_oversub,projected_isp_3,projected_isp_49,projected_isp_74,total_projected_cost3,total_projected_cost49,total_projected_cost74
889865,2019,Bremen City School District,GA,True,True,2278.0,4.0,500,1982.4494649027545,1982.4494649027545,False,0.0,2200.0,0.0,0.0,116.17800000000001,189.75740000000002,286.5724,2316.178,2389.7574,2486.5724
889866,2019,Brooks County School District,GA,True,True,2129.0,4.0,500,3727.125496390678,3727.125496390678,False,0.0,2200.0,0.0,0.0,108.579,177.3457,267.8282,2308.579,2377.3457,2467.8282
889867,2019,Bryan County School District,GA,True,True,8941.0,10.0,1900,8895.575318566956,8895.575318566956,False,0.0,2200.0,0.0,0.0,455.991,744.7853,1124.7778,2655.991,2944.7853,3324.7778
889868,2019,Buford City School System,GA,True,True,4597.0,4.0,1500,3536.884451342389,3536.884451342389,False,0.0,2200.0,0.0,0.0,234.447,382.9301,578.3026,2434.447,2582.9301,2778.3026
889869,2019,Bulloch County School District,GA,True,True,10547.0,15.0,2000,5686.311113401823,5686.311113401823,False,0.0,0.0,2.0,4400.0,537.897,878.5651000000001,1326.8126000000002,4937.897,5278.5651,5726.8126
889870,2019,Burke County Board Of Education,GA,True,True,4283.0,5.0,500,998.211188840429,998.211188840429,False,0.0,2200.0,0.0,0.0,218.433,356.7739,538.8014000000001,2418.433,2556.7739,2738.8014000000003
889871,2019,Butts County School District,GA,True,True,3444.0,5.0,1500,2787.503809097931,2787.503809097931,False,0.0,2200.0,0.0,0.0,175.644,286.8852,433.2552,2375.6440000000002,2486.8852,2633.2552
889872,2019,Calhoun City School District,GA,True,True,4081.0,4.0,1000,1322.8452046831171,1322.8452046831171,False,0.0,2200.0,0.0,0.0,208.13100000000003,339.94730000000004,513.3898,2408.131,2539.9473,2713.3898
889873,2019,Calhoun County School District,GA,True,True,641.0,3.0,600,3388.850226954638,3388.850226954638,False,1100.0,0.0,0.0,0.0,32.691,53.395300000000006,80.63780000000001,1132.691,1153.3953,1180.6378
889874,2019,Camden County Board Of Education,GA,True,True,9199.0,12.0,3000,7773.094941896593,7773.094941896593,False,0.0,2200.0,0.0,0.0,469.149,766.2767,1157.2342,2669.149,2966.2767,3357.2342
889875,2019,Candler County School District,GA,True,True,2193.0,4.0,1400,3228.8167983019052,3228.8167983019052,False,0.0,2200.0,0.0,0.0,111.843,182.6769,275.8794,2311.843,2382.6769,2475.8794
889876,2019,Carroll County School District,GA,True,True,14842.0,23.0,4400,11141.878796350607,11141.878796350607,False,0.0,0.0,2.0,4400.0,756.9420000000001,1236.3386,1867.1236000000001,5156.942,5636.3386,6267.1236
889877,2019,Carrollton City School District,GA,True,True,5053.0,4.0,900,2541.451227459885,2541.451227459885,False,0.0,2200.0,0.0,0.0,257.70300000000003,420.91490000000005,635.6674,2457.703,2620.9149,2835.6674000000003
889878,2019,Cartersville City School District,GA,True,True,4402.0,4.0,1400,2923.7389220816176,2923.7389220816176,False,0.0,2200.0,0.0,0.0,224.502,366.6866,553.7716,2424.502,2566.6866,2753.7716
889879,2019,Catoosa County School District,GA,True,True,10690.0,16.0,2100,9972.141834859722,9972.141834859722,False,0.0,0.0,2.0,4400.0,545.19,890.4770000000001,1344.8020000000001,4945.1900000000005,5290.477,5744.802
889880,2019,Charlton County School System,GA,True,True,1689.0,4.0,800,2820.5940457509887,2820.5940457509887,False,0.0,2200.0,0.0,0.0,86.139,140.6937,212.4762,2286.139,2340.6937,2412.4762
889882,2019,Chattahoochee Co School District,GA,True,True,847.0,3.0,300,896.0650424814016,896.0650424814016,False,1100.0,0.0,0.0,0.0,43.197,70.55510000000001,106.55260000000001,1143.1970000000001,1170.5551,1206.5526
889883,2019,Chattooga County School District,GA,True,True,2839.0,6.0,1600,6745.853064468358,6745.853064468358,False,0.0,2200.0,0.0,0.0,144.78900000000002,236.48870000000002,357.1462,2344.789,2436.4887,2557.1462
889884,2019,Cherokee County School District,GA,True,True,41916.0,37.0,10700,13303.853920484573,13303.853920484573,False,0.0,0.0,5.0,11000.0,2137.716,3491.6028,5273.0328,13137.716,14491.6028,16273.0328
889885,2019,Chickamauga City School District,GA,True,True,1300.0,3.0,1300,2123.150195071809,2123.150195071809,True,0.0,2200.0,0.0,0.0,66.30000000000001,108.29,163.54000000000002,2266.3,2308.29,2363.54
889902,2019,City Schools Of Decatur,GA,True,True,5230.0,8.0,800,1218.6570155581237,1218.6570155581237,False,0.0,2200.0,0.0,0.0,266.73,435.659,657.934,2466.73,2635.659,2857.934
889886,2019,Clarke County School District,GA,True,True,13447.0,21.0,4100,5853.92385625432,5853.92385625432,False,0.0,0.0,2.0,4400.0,685.797,1120.1351000000002,1691.6326000000001,5085.7970000000005,5520.1351,6091.6326
889887,2019,Clay County,GA,True,True,227.0,3.0,300,1818.956180216385,1818.956180216385,True,1100.0,0.0,0.0,0.0,11.577,18.909100000000002,28.556600000000003,1111.577,1118.9091,1128.5566
889888,2019,Clayton County Public Schools,GA,True,True,54345.0,62.0,11100,6595.260193213429,6595.260193213429,False,0.0,0.0,6.0,13200.0,2771.5950000000003,4526.9385,6836.601000000001,15971.595000000001,17726.9385,20036.601000000002
889889,2019,Clinch County School District,GA,True,True,1387.0,3.0,300,1850.5172773573838,1850.5172773573838,False,0.0,2200.0,0.0,0.0,70.73700000000001,115.53710000000001,174.4846,2270.737,2315.5371,2374.4846
889890,2019,Cobb County School District,GA,True,True,111293.0,109.0,11100,8007.642400097565,8007.642400097565,False,0.0,0.0,12.0,26400.0,5675.943,9270.706900000001,14000.6594,32075.943,35670.706900000005,40400.659400000004
889891,2019,Coffee County School System,GA,True,True,7704.0,12.0,2200,5817.389217564012,5817.389217564012,False,0.0,2200.0,0.0,0.0,392.904,641.7432,969.1632000000001,2592.904,2841.7432,3169.1632
889892,2019,Colquitt Co School District,GA,True,True,9697.0,14.0,3400,10903.044447393331,10903.044447393331,False,0.0,2200.0,0.0,0.0,494.54699999999997,807.7601,1219.8826,2694.547,3007.7601,3419.8826
889893,2019,Columbia County Board Of Education,GA,True,True,26914.0,31.0,3000,2595.7118693558973,2595.7118693558973,False,0.0,0.0,3.0,6600.0,1372.614,2241.9362,3385.7812,7972.614,8841.9362,9985.7812
889894,2019,Commerce City School District,GA,True,True,1585.0,4.0,450,2712.324430145244,2712.324430145244,False,0.0,2200.0,0.0,0.0,80.83500000000001,132.03050000000002,199.39300000000003,2280.835,2332.0305,2399.393
889895,2019,Cook County School District,GA,True,True,3243.0,4.0,1400,4007.435032782982,4007.435032782982,False,0.0,2200.0,0.0,0.0,165.393,270.1419,407.96940000000006,2365.393,2470.1419,2607.9694
889896,2019,Coweta County School System,GA,True,True,22567.0,28.0,4800,6604.129378604241,6604.129378604241,False,0.0,0.0,3.0,6600.0,1150.9170000000001,1879.8311,2838.9286,7750.917,8479.8311,9438.9286
889897,2019,Crawford County School District,GA,True,True,1665.0,3.0,800,4233.831057534278,4233.831057534278,False,0.0,2200.0,0.0,0.0,84.915,138.6945,209.457,2284.915,2338.6945,2409.457
889898,2019,Crisp County School District,GA,True,True,3894.0,4.0,1100,3054.777338161249,3054.777338161249,False,0.0,2200.0,0.0,0.0,198.594,324.3702,489.8652,2398.594,2524.3702,2689.8652
889899,2019,Dade County School District,GA,True,True,2190.0,4.0,1400,4128.785174774816,4128.785174774816,False,0.0,2200.0,0.0,0.0,111.69,182.427,275.502,2311.69,2382.427,2475.502
889900,2019,Dalton Public School District,GA,True,True,8148.0,9.0,4900,13739.999499573154,13739.999499573154,False,0.0,2200.0,0.0,0.0,415.548,678.7284000000001,1025.0184000000002,2615.548,2878.7284,3225.0184
889901,2019,Dawson County School District,GA,True,True,3437.0,7.0,2700,6009.14335420139,6009.14335420139,False,0.0,2200.0,0.0,0.0,175.287,286.30210000000005,432.37460000000004,2375.287,2486.3021,2632.3746
889904,2019,DeKalb County School District,GA,True,True,97916.0,125.0,33300,13733.21309280865,13733.21309280865,True,0.0,0.0,10.0,22000.0,4993.716,8156.402800000001,12317.8328,26993.716,30156.4028,34317.832800000004
889903,2019,Decatur County Board Of Education,GA,True,True,5253.0,9.0,2800,5219.282795932471,5219.282795932471,False,0.0,2200.0,0.0,0.0,267.903,437.57490000000007,660.8274000000001,2467.9030000000002,2637.5749,2860.8274
889905,2019,Dodge County School District,GA,True,True,3186.0,5.0,900,3490.654185768295,3490.654185768295,False,0.0,2200.0,0.0,0.0,162.486,265.3938,400.79879999999997,2362.486,2465.3938,2600.7988
889906,2019,Dooly County School System,GA,True,True,1325.0,3.0,300,1848.8303911308822,1848.8303911308822,False,0.0,2200.0,0.0,0.0,67.575,110.37250000000002,166.68500000000003,2267.575,2310.3725,2366.685
889907,2019,Dougherty County School System,GA,True,True,14946.0,23.0,7300,6770.2084119563515,6770.2084119563515,False,0.0,0.0,2.0,4400.0,762.246,1245.0018,1880.2068000000002,5162.246,5645.0018,6280.2068
889908,2019,Douglas County School System,GA,True,True,25560.0,34.0,4500,4312.56245079649,4312.56245079649,False,0.0,0.0,3.0,6600.0,1303.5600000000002,2129.148,3215.4480000000003,7903.56,8729.148000000001,9815.448
889909,2019,Dublin City School District,GA,True,True,2512.0,5.0,1200,2697.27610001568,2697.27610001568,False,0.0,2200.0,0.0,0.0,128.112,209.24960000000002,316.00960000000003,2328.112,2409.2496,2516.0096
889911,2019,Early County School District,GA,True,True,2158.0,3.0,300,1871.4945238192029,1871.4945238192029,False,0.0,2200.0,0.0,0.0,110.058,179.7614,271.4764,2310.058,2379.7614,2471.4764
889912,2019,Echols County Board Of Education,GA,True,True,823.0,2.0,300,2107.502054264691,2107.502054264691,False,1100.0,0.0,0.0,0.0,41.973,68.5559,103.5334,1141.973,1168.5559,1203.5334
889913,2019,Effingham County School District,GA,True,True,11988.0,14.0,4300,4085.4776142468045,4085.4776142468045,False,0.0,0.0,2.0,4400.0,611.388,998.6004,1508.0904,5011.388,5398.6004,5908.0904
889914,2019,Elbert County School District,GA,True,True,2893.0,4.0,600,1039.2022879559563,1039.2022879559563,False,0.0,2200.0,0.0,0.0,147.543,240.98690000000002,363.93940000000003,2347.543,2440.9869,2563.9394
889915,2019,Emanuel County School District,GA,True,True,4392.0,6.0,800,3579.9868436579886,3579.9868436579886,False,0.0,2200.0,0.0,0.0,223.99200000000002,365.85360000000003,552.5136000000001,2423.992,2565.8536,2752.5136
889916,2019,Evans County School District,GA,True,True,1857.0,3.0,1000,1262.334963267961,1262.334963267961,False,0.0,2200.0,0.0,0.0,94.707,154.6881,233.6106,2294.707,2354.6881,2433.6106
889917,2019,Fannin County School District,GA,True,True,2923.0,5.0,2500,5344.638523226844,5344.638523226844,False,0.0,2200.0,0.0,0.0,149.073,243.48590000000002,367.71340000000004,2349.073,2443.4859,2567.7134
889918,2019,Fayette County Board Of Education,GA,True,True,20115.0,24.0,12400,14035.345749130336,14035.345749130336,False,0.0,0.0,3.0,6600.0,1025.865,1675.5795,2530.467,7625.865,8275.5795,9130.467
889919,2019,Floyd County School District,GA,True,True,9949.0,18.0,3400,5449.97082366879,5449.97082366879,False,0.0,2200.0,0.0,0.0,507.399,828.7517,1251.5842,2707.399,3028.7517,3451.5842000000002
889920,2019,Forsyth County School District,GA,True,True,46238.0,37.0,27500,22848.566215177158,22848.566215177158,False,0.0,0.0,5.0,11000.0,2358.1380000000004,3851.6254000000004,5816.740400000001,13358.138,14851.6254,16816.740400000002
889921,2019,Franklin County School District,GA,True,True,3700.0,6.0,700,3089.2790167428407,3089.2790167428407,False,0.0,2200.0,0.0,0.0,188.7,308.21,465.46,2388.7,2508.21,2665.46
889922,2019,Fulton County School District,GA,True,True,91956.0,96.0,17300,9818.114352325589,9818.114352325589,False,0.0,0.0,10.0,22000.0,4689.756,7659.9348,11568.0648,26689.756,29659.9348,33568.0648
889923,2019,Gainesville City School District,GA,True,True,7964.0,7.0,800,5793.043256578374,5793.043256578374,False,0.0,2200.0,0.0,0.0,406.16400000000004,663.4012,1001.8712,2606.164,2863.4012000000002,3201.8712
889924,2019,Gilmer County School District,GA,True,True,4175.0,6.0,1200,6302.202741865232,6302.202741865232,False,0.0,2200.0,0.0,0.0,212.92499999999998,347.7775,525.215,2412.925,2547.7775,2725.215
889925,2019,Glascock County School District,GA,True,True,588.0,1.0,250,2235.5282113094026,2235.5282113094026,False,1100.0,0.0,0.0,0.0,29.988,48.9804,73.9704,1129.988,1148.9804,1173.9704
889926,2019,Glynn County School District,GA,True,True,13331.0,16.0,1700,1738.2977465402194,1738.2977465402194,False,0.0,0.0,2.0,4400.0,679.881,1110.4723,1677.0398,5079.881,5510.472299999999,6077.0398000000005
889927,2019,Gordon County School District,GA,True,True,6677.0,11.0,3100,5205.256763457283,5205.256763457283,False,0.0,2200.0,0.0,0.0,340.52700000000004,556.1941,839.9666000000001,2540.527,2756.1941,3039.9666
889928,2019,Grady County School District,GA,True,True,4681.0,7.0,1700,3792.989910100875,3792.989910100875,False,0.0,2200.0,0.0,0.0,238.73100000000002,389.92730000000006,588.8698,2438.731,2589.9273000000003,2788.8698
889929,2019,Greene County School District,GA,True,True,2476.0,5.0,2500,2827.8866176906145,2827.8866176906145,True,0.0,2200.0,0.0,0.0,126.276,206.2508,311.4808,2326.276,2406.2508,2511.4808
889930,2019,Griffin-Spalding County Schools,GA,True,True,10305.0,18.0,3800,5659.656815549994,5659.656815549994,False,0.0,0.0,2.0,4400.0,525.5550000000001,858.4065,1296.3690000000001,4925.555,5258.4065,5696.369000000001
889931,2019,Gwinnett County Public Schools,GA,True,True,177212.0,134.0,32900,28551.156160819544,28551.156160819544,False,0.0,0.0,18.0,39600.0,9037.812,14761.7596,22293.2696,48637.812,54361.7596,61893.2696
889932,2019,Habersham County School District,GA,True,True,6883.0,14.0,3400,6881.481578984047,6881.481578984047,False,0.0,2200.0,0.0,0.0,351.033,573.3539000000001,865.8814000000001,2551.033,2773.3539,3065.8814
889933,2019,Hall County School System,GA,True,True,27229.0,33.0,11300,10157.97233970022,10157.97233970022,False,0.0,0.0,3.0,6600.0,1388.679,2268.1757000000002,3425.4082000000003,7988.679,8868.1757,10025.4082
889934,2019,Hancock County School District,GA,True,True,953.0,3.0,450,2578.8190737718724,2578.8190737718724,False,1100.0,0.0,0.0,0.0,48.603,79.3849,119.88740000000001,1148.603,1179.3849,1219.8874
889935,2019,Haralson County Board Of Education,GA,True,True,3484.0,6.0,1600,6055.282122792448,6055.282122792448,False,0.0,2200.0,0.0,0.0,177.68400000000003,290.21720000000005,438.28720000000004,2377.684,2490.2172,2638.2872
889936,2019,Harris County School District,GA,True,True,5275.0,7.0,1700,3341.0113684644557,3341.0113684644557,False,0.0,2200.0,0.0,0.0,269.02500000000003,439.4075,663.595,2469.025,2639.4075000000003,2863.5950000000003
889937,2019,Hart County School District,GA,True,True,3480.0,5.0,1000,3192.223291422996,3192.223291422996,False,0.0,2200.0,0.0,0.0,177.48,289.884,437.784,2377.48,2489.884,2637.784
889938,2019,Heard County School District,GA,True,True,2054.0,5.0,700,1997.4349082134581,1997.4349082134581,False,0.0,2200.0,0.0,0.0,104.754,171.0982,258.3932,2304.754,2371.0982,2458.3932
889939,2019,Henry County School District,GA,True,True,41930.0,50.0,20000,15134.874830277653,15134.874830277653,False,0.0,0.0,5.0,11000.0,2138.43,3492.7690000000002,5274.794,13138.43,14492.769,16274.794
889940,2019,Houston County School District,GA,True,True,29003.0,37.0,13700,10109.319052052058,10109.319052052058,False,0.0,0.0,3.0,6600.0,1479.153,2415.9499,3648.5774,8079.153,9015.9499,10248.5774
889941,2019,Irwin County School District,GA,True,True,1760.0,3.0,400,3360.6658025587567,3360.6658025587567,False,0.0,2200.0,0.0,0.0,89.76,146.60800000000003,221.40800000000004,2289.76,2346.608,2421.408
889942,2019,Jackson County School District,GA,True,True,7568.0,11.0,3200,13230.188951002654,13230.188951002654,False,0.0,2200.0,0.0,0.0,385.968,630.4144000000001,952.0544000000001,2585.968,2830.4144,3152.0544
889943,2019,Jasper County School District,GA,True,True,2422.0,4.0,400,969.8673942030164,969.8673942030164,False,0.0,2200.0,0.0,0.0,123.52199999999999,201.7526,304.6876,2323.522,2401.7526,2504.6876
889944,2019,Jeff Davis Co School District,GA,True,True,3143.0,4.0,3400,5464.484248546689,5464.484248546689,True,0.0,2200.0,0.0,0.0,160.293,261.81190000000004,395.3894,2360.293,2461.8119,2595.3894
889945,2019,Jefferson City School District,GA,True,True,3620.0,4.0,1000,3196.0323893538066,3196.0323893538066,False,0.0,2200.0,0.0,0.0,184.62000000000003,301.54600000000005,455.3960000000001,2384.62,2501.5460000000003,2655.396
889946,2019,Jefferson County School District,GA,True,True,2685.0,6.0,600,1033.5430567444669,1033.5430567444669,False,0.0,2200.0,0.0,0.0,136.935,223.6605,337.773,2336.935,2423.6605,2537.773
889947,2019,Jenkins County School District,GA,True,True,1172.0,3.0,2500,2413.567591249354,2413.567591249354,True,0.0,2200.0,0.0,0.0,59.772,97.6276,147.4376,2259.772,2297.6276,2347.4376
889948,2019,Johnson County,GA,True,True,1166.0,3.0,300,904.7443441951764,904.7443441951764,False,0.0,2200.0,0.0,0.0,59.46600000000001,97.12780000000001,146.68280000000001,2259.466,2297.1278,2346.6828
889950,2019,Jones County School District,GA,True,True,5370.0,7.0,700,1961.7361134889338,1961.7361134889338,False,0.0,2200.0,0.0,0.0,273.87,447.321,675.546,2473.87,2647.321,2875.5460000000003
889951,2019,Lamar County School District GA,GA,True,True,2736.0,4.0,400,978.4106567049764,978.4106567049764,False,0.0,2200.0,0.0,0.0,139.536,227.9088,344.1888,2339.536,2427.9088,2544.1888
889952,2019,Lanier County School District,GA,True,True,1773.0,4.0,400,2217.439504509475,2217.439504509475,False,0.0,2200.0,0.0,0.0,90.423,147.6909,223.04340000000002,2290.423,2347.6909,2423.0434
889910,2019,Laurens County School District,GA,True,True,6484.0,8.0,1300,2651.7756498812378,2651.7756498812378,False,0.0,2200.0,0.0,0.0,330.68399999999997,540.1172,815.6872,2530.684,2740.1172,3015.6872
889954,2019,Lee County School District,GA,True,True,6447.0,8.0,1800,4251.76895971381,4251.76895971381,False,0.0,2200.0,0.0,0.0,328.79699999999997,537.0350999999999,811.0326,2528.797,2737.0351,3011.0326
889955,2019,Liberty County School District,GA,True,True,10020.0,12.0,3200,9902.022580476558,9902.022580476558,False,0.0,0.0,2.0,4400.0,511.02,834.666,1260.516,4911.02,5234.666,5660.516
889957,2019,Lincoln County School District,GA,True,True,1193.0,3.0,300,1845.2389559389756,1845.2389559389756,False,0.0,2200.0,0.0,0.0,60.842999999999996,99.3769,150.0794,2260.843,2299.3769,2350.0794
889958,2019,Long County School District,GA,True,True,3582.0,4.0,600,3351.658491344015,3351.658491344015,False,0.0,2200.0,0.0,0.0,182.68200000000002,298.3806,450.61560000000003,2382.682,2498.3806,2650.6156
889959,2019,Lowndes County School District,GA,True,True,10681.0,11.0,1300,2419.196964278455,2419.196964278455,False,0.0,0.0,2.0,4400.0,544.731,889.7273000000001,1343.6698000000001,4944.731,5289.7273000000005,5743.6698
889960,2019,Lumpkin County School District,GA,True,True,3822.0,5.0,4500,9069.098373511119,9069.098373511119,True,0.0,2200.0,0.0,0.0,194.922,318.3726,480.8076,2394.922,2518.3726,2680.8076
889961,2019,Macon County School System,GA,True,True,1437.0,3.0,300,1851.8776694755304,1851.8776694755304,False,0.0,2200.0,0.0,0.0,73.287,119.7021,180.77460000000002,2273.287,2319.7021,2380.7746
889962,2019,Madison County School District,GA,True,True,4903.0,7.0,1200,4918.030051105446,4918.030051105446,False,0.0,2200.0,0.0,0.0,250.05300000000003,408.41990000000004,616.7974,2450.053,2608.4199,2816.7974
889963,2019,Marietta City School District,GA,True,True,8932.0,12.0,5200,4957.300447985691,4957.300447985691,False,0.0,2200.0,0.0,0.0,455.532,744.0356,1123.6456,2655.532,2944.0356,3323.6456
889964,2019,Marion County School District,GA,True,True,1458.0,2.0,400,2208.869034165152,2208.869034165152,False,0.0,2200.0,0.0,0.0,74.358,121.4514,183.4164,2274.358,2321.4514,2383.4164
889965,2019,Mcduffie County School District,GA,True,True,4133.0,6.0,600,1072.9400124859897,1072.9400124859897,False,0.0,2200.0,0.0,0.0,210.783,344.2789,519.9314,2410.783,2544.2789000000002,2719.9314
889967,2019,Mcintosh County School District,GA,True,True,1636.0,4.0,900,16413.712030105755,16413.712030105755,False,0.0,2200.0,0.0,0.0,83.43599999999999,136.2788,205.8088,2283.436,2336.2788,2405.8088
889968,2019,Meriwether Co School District,GA,True,True,2582.0,6.0,5700,6911.7406489810855,6911.7406489810855,True,0.0,2200.0,0.0,0.0,131.68200000000002,215.08060000000003,324.8156,2331.682,2415.0806000000002,2524.8156
889969,2019,Miller County School District,GA,True,True,1036.0,3.0,300,901.2073246879954,901.2073246879954,False,0.0,2200.0,0.0,0.0,52.836,86.2988,130.3288,2252.836,2286.2988,2330.3288000000002
889970,2019,Mitchell County School District,GA,True,True,1561.0,4.0,1100,3093.681441928534,3093.681441928534,False,0.0,2200.0,0.0,0.0,79.611,130.0313,196.3738,2279.611,2330.0313,2396.3738
889971,2019,Monroe County School District,GA,True,True,4054.0,5.0,1000,3060.7905929393182,3060.7905929393182,False,0.0,2200.0,0.0,0.0,206.75400000000002,337.69820000000004,509.99320000000006,2406.754,2537.6982,2709.9932
889972,2019,Montgomery County School District,GA,True,True,917.0,3.0,600,3232.729591446807,3232.729591446807,False,1100.0,0.0,0.0,0.0,46.767,76.3861,115.35860000000001,1146.767,1176.3861,1215.3586
889973,2019,Morgan County School District,GA,True,True,3152.0,4.0,4000,5548.819119127956,5548.819119127956,True,0.0,2200.0,0.0,0.0,160.752,262.5616,396.52160000000003,2360.752,2462.5616,2596.5216
889974,2019,Murray County School District,GA,True,True,7471.0,11.0,6100,4956.26979029345,4956.26979029345,False,0.0,2200.0,0.0,0.0,381.021,622.3343000000001,939.8518000000001,2581.021,2822.3343,3139.8518000000004
889975,2019,Muscogee County School District,GA,True,True,31590.0,53.0,5400,3322.4557402449577,3322.4557402449577,False,0.0,0.0,4.0,8800.0,1611.09,2631.447,3974.022,10411.09,11431.447,12774.022
889976,2019,Newton County School District,GA,True,True,19682.0,22.0,6200,7998.564753387188,7998.564753387188,False,0.0,0.0,2.0,4400.0,1003.7819999999999,1639.5106,2475.9956,5403.782,6039.5106,6875.9956
889977,2019,Oconee County School District,GA,True,True,7503.0,10.0,1500,2814.9504412490637,2814.9504412490637,False,0.0,2200.0,0.0,0.0,382.65299999999996,624.9999,943.8774,2582.653,2824.9999,3143.8774
889978,2019,Oglethorpe Co School District,GA,True,True,2112.0,4.0,500,4926.662963070508,4926.662963070508,False,0.0,2200.0,0.0,0.0,107.712,175.9296,265.6896,2307.712,2375.9296,2465.6896
889979,2019,Paulding County School District,GA,True,True,29018.0,33.0,3300,2706.647169687502,2706.647169687502,False,0.0,0.0,3.0,6600.0,1479.9180000000001,2417.1994,3650.4644000000003,8079.918,9017.1994,10250.4644
889980,2019,Peach County School District,GA,True,True,3639.0,6.0,600,1059.499338358702,1059.499338358702,False,0.0,2200.0,0.0,0.0,185.589,303.1287,457.7862,2385.589,2503.1287,2657.7862
889981,2019,Pelham City School District,GA,True,True,1482.0,3.0,800,3212.6620223818622,3212.6620223818622,False,0.0,2200.0,0.0,0.0,75.58200000000001,123.45060000000001,186.43560000000002,2275.582,2323.4506,2386.4356
889982,2019,Pickens County School District,GA,True,True,4403.0,7.0,2700,6935.426129923981,6935.426129923981,False,0.0,2200.0,0.0,0.0,224.55300000000003,366.76990000000006,553.8974000000001,2424.553,2566.7699000000002,2753.8974
889983,2019,Pierce County School District,GA,True,True,3656.0,5.0,600,1557.1518716788719,1557.1518716788719,False,0.0,2200.0,0.0,0.0,186.45600000000002,304.54480000000007,459.92480000000006,2386.456,2504.5448,2659.9248000000002
889984,2019,Pike County School District (Boe),GA,True,True,3328.0,5.0,400,994.517699383831,994.517699383831,False,0.0,2200.0,0.0,0.0,169.72799999999998,277.2224,418.6624,2369.728,2477.2224,2618.6624
889985,2019,Polk County School District,GA,True,True,7780.0,11.0,4100,10740.267013583596,10740.267013583596,False,0.0,2200.0,0.0,0.0,396.78000000000003,648.0740000000001,978.724,2596.78,2848.074,3178.724
889988,2019,Pulaski County School District,GA,True,True,1373.0,3.0,400,3350.136367564303,3350.136367564303,False,0.0,2200.0,0.0,0.0,70.02300000000001,114.3709,172.72340000000003,2270.023,2314.3709,2372.7234
889989,2019,Putnam County School District,GA,True,True,2965.0,4.0,900,2494.0112526060875,2494.0112526060875,False,0.0,2200.0,0.0,0.0,151.215,246.9845,372.997,2351.215,2446.9845,2572.997
889990,2019,Quitman County School District,GA,True,True,333.0,2.0,200,1948.4302115068556,1948.4302115068556,False,1100.0,0.0,0.0,0.0,16.983,27.7389,41.891400000000004,1116.983,1127.7389,1141.8914
889991,2019,Rabun County School District,GA,True,True,2255.0,4.0,500,2630.5536845284073,2630.5536845284073,False,0.0,2200.0,0.0,0.0,115.00500000000001,187.8415,283.67900000000003,2315.005,2387.8415,2483.679
889992,2019,Randolph County School District,GA,True,True,990.0,3.0,300,1839.7157639393006,1839.7157639393006,False,1100.0,0.0,0.0,0.0,50.49,82.467,124.542,1150.49,1182.467,1224.542
889993,2019,Richmond County School District,GA,True,True,30866.0,57.0,7700,7302.757262374196,7302.757262374196,False,0.0,0.0,4.0,8800.0,1574.166,2571.1378,3882.9428000000003,10374.166,11371.1378,12682.9428
889994,2019,Rockdale County Public Schools,GA,True,True,18490.0,19.0,12800,12920.203005290576,12920.203005290576,False,0.0,0.0,2.0,4400.0,942.99,1540.217,2326.042,5342.99,5940.217000000001,6726.0419999999995
889995,2019,Rome City School District,GA,True,True,6284.0,9.0,2900,4863.834081408652,4863.834081408652,False,0.0,2200.0,0.0,0.0,320.484,523.4572,790.5272,2520.484,2723.4572,2990.5272
889881,2019,Savannah-Chatham County Public Schools,GA,True,True,38047.0,56.0,6200,5301.826778382397,5301.826778382397,False,0.0,0.0,4.0,8800.0,1940.3970000000002,3169.3151000000003,4786.3126,10740.397,11969.3151,13586.312600000001
889996,2019,Schley County Board Of Educ,GA,True,True,1311.0,2.0,200,1975.0394813378011,1975.0394813378011,False,0.0,2200.0,0.0,0.0,66.861,109.2063,164.9238,2266.861,2309.2063,2364.9238
889997,2019,Screven County School District,GA,True,True,2328.0,3.0,1300,3126.119857020901,3126.119857020901,False,0.0,2200.0,0.0,0.0,118.72800000000001,193.9224,292.86240000000004,2318.728,2393.9224,2492.8624
889998,2019,Seminole County School District,GA,True,True,1538.0,2.0,1000,3139.3856615541863,3139.3856615541863,False,0.0,2200.0,0.0,0.0,78.438,128.11540000000002,193.48040000000003,2278.438,2328.1154,2393.4804
889999,2019,Social Circle City Schools,GA,True,True,1732.0,4.0,900,2732.823982972595,2732.823982972595,False,0.0,2200.0,0.0,0.0,88.332,144.2756,217.88559999999998,2288.332,2344.2756,2417.8856
890000,2019,Stephens County School District,GA,True,True,4087.0,6.0,2500,8995.508451737294,8995.508451737294,False,0.0,2200.0,0.0,0.0,208.437,340.44710000000003,514.1446000000001,2408.437,2540.4471,2714.1446
890001,2019,Stewart County School District,GA,True,True,513.0,3.0,300,886.9776231321831,886.9776231321831,False,1100.0,0.0,0.0,0.0,26.163,42.7329,64.53540000000001,1126.163,1142.7329,1164.5354
890002,2019,Sumter County Schools,GA,True,True,4700.0,7.0,1700,2690.366859105771,2690.366859105771,False,0.0,2200.0,0.0,0.0,239.70000000000002,391.51000000000005,591.2600000000001,2439.7,2591.51,2791.26
